Ranking,Id,VesId,IMONum,RefNum,ShipName,YearBuilt,MonthBuilt,Type,Length,RepLength,Draught,GearSWLLargest,GearTypeLargest,PrplsnUnits,PropellerType,SvcSpeed,DWT,RepresentDWT,GT,RepresentGT,ROROLnLnth,ROROLnHt,Decks,Cars,RampSWL,Pax,ROROLnWidth,RORORampPosition,TEU,EnginesNumber,EngineDesign,EngineModel,Shipbuilder,EngBuilder,AuxNumEngBuilder,AuxNumEngDesign,AuxNumEngModel,GenNumber,GenKW,ProplnType,NewbldPrice,SalePrice,SaleDate,Crew,CountryBuilt,RegisteredOwner,Flag,Age,DWT_ThrougPut,GT_ThroughPut,DollarPerDWT,DollarPerGT,ImageURL,ROROName,PerComplete,FlagUrl,Country,ISO2,Built,CLINStatus,AgeValue,AgeRankPercent,DwtTptRankPercent,GtTptRankPercent,SpeedRankPercent,RepDwtRankPercent,GTRankPercent,LengthRankPercent,WeightedRanking
120,419,449,9553488,3997933,OCEANUS LEADER,2013,3,Vehicles Carrier,199.94,194.44,10.325,0,,1,Fixed Pitch,20.6,21351,20240,62838,61727,0,5.1,11,6331,150,0,0,Starboard: 1 Starboard Aft: 1,0,1,Mitsubishi,8UEC60LSII,Shin Kurushima Onishi,Kobe Hatsudoki KK - Japan,,,,3,3375,Oil Engine(s) Direct Drive,$0 ,,,0,Japan,Sachiel Shipholding SA,Panama,7,2111.18688,6213.42144,0,0,,OCEANUS LEADER,"<div class=""progress-bar"" role=""progressbar"" style=""width: 64.359110%;"" aria-valuenow=""64.359110"" aria-valuemin=""0"" aria-valuemax=""100"">64%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,2013-03,,38,84.444444,43.76842,71.606691,77.735849,36.990332,62.150243,67.547297,64.35911
121,558,595,9749570,4194015,GLOVIS STELLA,2016,1,Vehicles Carrier,199.97,194.47,10.018,0,,1,Fixed Pitch,20,19638,18527,65697,64586,0,5,12,7400,200,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60ME-C8,Hyundai Samho Heavy Industries,Hyundai Heavy Industries Co Ltd - South Korea,,,,3,4500,Oil Engine(s) Direct Drive,$0 ,,,0,Korea South,GL NV17 Shipping Inc,Marshall Islands,4,1885.248,6306.912,0,0,,GLOVIS STELLA,"<div class=""progress-bar"" role=""progressbar"" style=""width: 64.340826%;"" aria-valuenow=""64.340826"" aria-valuemin=""0"" aria-valuemax=""100"">64%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Flag_of_the_Marshall_Islands.svg/180px-Flag_of_the_Marshall_Islands.svg.png,Marshall Islands,MH,2016-01,,41,91.111111,39.08433,72.684125,75.471698,33.859678,65.028846,67.557432,64.340826
122,559,596,9749582,4194027,GLOVIS SIRIUS,2016,2,Vehicles Carrier,199.97,194.47,10.018,0,,1,Fixed Pitch,20,19638,18527,65697,64586,0,5,12,7400,200,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60ME-C8,Hyundai Samho Heavy Industries,Hyundai Heavy Industries Co Ltd - South Korea,,,,3,4500,Oil Engine(s) Direct Drive,$0 ,,,0,Korea South,GL NV18 Shipping Inc,Marshall Islands,4,1885.248,6306.912,0,0,,GLOVIS SIRIUS,"<div class=""progress-bar"" role=""progressbar"" style=""width: 64.340826%;"" aria-valuenow=""64.340826"" aria-valuemin=""0"" aria-valuemax=""100"">64%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Flag_of_the_Marshall_Islands.svg/180px-Flag_of_the_Marshall_Islands.svg.png,Marshall Islands,MH,2016-02,,41,91.111111,39.08433,72.684125,75.471698,33.859678,65.028846,67.557432,64.340826
123,560,597,9749594,4194039,GLOVIS SPRING,2016,4,Vehicles Carrier,199.97,194.47,10.018,0,,1,Fixed Pitch,20,19638,18527,65697,64586,0,5,12,7400,200,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60ME-C8,Hyundai Samho Heavy Industries,Hyundai Heavy Industries Co Ltd - South Korea,,,,3,4500,Oil Engine(s) Direct Drive,$0 ,,,0,Korea South,GL NV19 Shipping Inc,Marshall Islands,4,1885.248,6306.912,0,0,,GLOVIS SPRING,"<div class=""progress-bar"" role=""progressbar"" style=""width: 64.340826%;"" aria-valuenow=""64.340826"" aria-valuemin=""0"" aria-valuemax=""100"">64%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Flag_of_the_Marshall_Islands.svg/180px-Flag_of_the_Marshall_Islands.svg.png,Marshall Islands,MH,2016-04,,41,91.111111,39.08433,72.684125,75.471698,33.859678,65.028846,67.557432,64.340826
124,732,771,9377470,3821915,GRANDE SENEGAL,2010,1,Ro-Ro Cargo Ship,210.92,205.42,9.75,40,CRANE,1,Controllable Pitch,21.8,26653,25542,47218,46107,2000,6.1,4,2000,250,12,0,Starboard Aft: 1,800,1,MAN-B&W,8S60MC-C,Uljanik Brodogradiliste dd,'Uljanik' Strojogradnja dd - Croatia,MAN-B&W,MAN-B&W,8L23/30H,5,5752,Oil Engine(s) Direct Drive,$0 ,,,34,Croatia,Grimaldi Deep Sea SpA,Italy,10,2788.96992,4940.89152,0,0,,GRANDE SENEGAL,"<div class=""progress-bar"" role=""progressbar"" style=""width: 64.288392%;"" aria-valuenow=""64.288392"" aria-valuemin=""0"" aria-valuemax=""100"">64%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/150px-Flag_of_Italy.svg.png,Italy,IT,2010-01,,35,77.777778,57.819991,56.941396,82.264151,46.680191,46.423142,71.256757,64.288392
125,503,539,9676864,4121309,ARIES LEADER,2014,5,Vehicles Carrier,199.98,194.48,10.427,0,,1,Fixed Pitch,20,18808,17697,69931,68820,0,5.1,13,7000,150,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60ME-C,Shin Kurushima Onishi,Mitsui Engineering & Shipbuilding C Ltd - Japan,,,,4,3920,Oil Engine(s) Direct Drive,$0 ,,,0,Japan,Yugao Ship Holding SA,Panama,6,1805.568,6713.376,0,0,,ARIES LEADER,"<div class=""progress-bar"" role=""progressbar"" style=""width: 64.131592%;"" aria-valuenow=""64.131592"" aria-valuemin=""0"" aria-valuemax=""100"">64%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,2014-05,,39,86.666667,37.432431,77.368427,75.471698,32.342782,69.291878,67.560811,64.131592
126,504,540,9676876,4121321,PISCES LEADER,2014,11,Vehicles Carrier,199.98,194.48,10.427,0,,1,Fixed Pitch,20,18781,17670,69931,68820,0,5.1,13,7000,150,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60ME-C,Shin Kurushima Onishi,Mitsui Engineering & Shipbuilding C Ltd - Japan,,,,4,3920,Oil Engine(s) Direct Drive,$0 ,,,0,Japan,Emerald Sea Carriers SA,Panama,6,1802.976,6713.376,0,0,,PISCES LEADER,"<div class=""progress-bar"" role=""progressbar"" style=""width: 64.113972%;"" aria-valuenow=""64.113972"" aria-valuemin=""0"" aria-valuemax=""100"">64%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,2014-11,,39,86.666667,37.378695,77.368427,75.471698,32.293437,69.291878,67.560811,64.113972
127,425,455,9561954,4006399,DIONE LEADER,2013,9,Vehicles Carrier,199.95,194.45,10.33,0,,1,Fixed Pitch,20.5,21111,20000,62838,61727,0,5.1,11,6331,150,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60MC-C,Shin Kurushima Onishi,Kobe Hatsudoki KK - Japan,,,,3,3375,Oil Engine(s) Direct Drive,$0 ,,,0,Japan,Nadeshiko Ship Holding SA,Panama,7,2077.3224,6183.2592,0,0,,DIONE LEADER,"<div class=""progress-bar"" role=""progressbar"" style=""width: 64.023041%;"" aria-valuenow=""64.023041"" aria-valuemin=""0"" aria-valuemax=""100"">64%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,2013-09,,38,84.444444,43.066353,71.259086,77.358491,36.551712,62.150243,67.550676,64.023041
128,557,594,9749568,4194013,GLOVIS SUN,2015,11,Vehicles Carrier,199.97,194.47,10.018,0,,1,Fixed Pitch,20,19638,18527,65697,64586,0,5,12,7400,200,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60ME-C8,Hyundai Samho Heavy Industries,Hyundai Heavy Industries Co Ltd - South Korea,,,,3,4500,Oil Engine(s) Direct Drive,$0 ,,,0,Korea South,GL NV16 Shipping Inc,Marshall Islands,5,1885.248,6306.912,0,0,,GLOVIS SUN,"<div class=""progress-bar"" role=""progressbar"" style=""width: 63.896381%;"" aria-valuenow=""63.896381"" aria-valuemin=""0"" aria-valuemax=""100"">63%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Flag_of_the_Marshall_Islands.svg/180px-Flag_of_the_Marshall_Islands.svg.png,Marshall Islands,MH,2015-11,,40,88.888889,39.08433,72.684125,75.471698,33.859678,65.028846,67.557432,63.896381
129,328,358,9465370,3909815,GRANDE TOGO,2011,1,Ro-Ro Cargo Ship,210.92,205.42,9.769,40,CRANE,1,Controllable Pitch,21.2,26650,25539,47218,46107,2000,6.1,4,2000,250,0,0,Starboard Aft: 1,800,1,MAN-B&W,8S60MC-C,Uljanik Brodogradiliste dd,'Uljanik' Strojogradnja dd - Croatia,MAN-B&W,MAN-B&W,8L23/30H,5,6520,Oil Engine(s) Direct Drive,$0 ,,,0,Croatia,Grimaldi Deep Sea SpA,Italy,9,2711.904,4804.90368,0,0,,GRANDE TOGO,"<div class=""progress-bar"" role=""progressbar"" style=""width: 63.691090%;"" aria-valuenow=""63.691090"" aria-valuemin=""0"" aria-valuemax=""100"">63%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/150px-Flag_of_Italy.svg.png,Italy,IT,2011-01,,36,80,56.222286,55.374202,80,46.674708,46.423142,71.256757,63.69109
130,521,557,9702417,4146862,GLOVIS SUMMIT,2014,5,Vehicles Carrier,199.97,194.47,10.018,0,,1,Fixed Pitch,20.15,20056,18945,64546,63435,0,5,12,7280,200,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60ME-C8,Hyundai Samho Heavy Industries,Hyundai Heavy Industries Co Ltd - South Korea,,,,,,Oil Engine(s) Direct Drive,$0 ,,,0,Korea South,GL NV10 Shipping Inc,Marshall Islands,6,1939.81632,6242.88912,0,0,,GLOVIS SUMMIT,"<div class=""progress-bar"" role=""progressbar"" style=""width: 63.655189%;"" aria-valuenow=""63.655189"" aria-valuemin=""0"" aria-valuemax=""100"">63%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Flag_of_the_Marshall_Islands.svg/180px-Flag_of_the_Marshall_Islands.svg.png,Marshall Islands,MH,2014-05,,39,86.666667,40.215623,71.946292,76.037736,34.623609,63.869954,67.557432,63.655189
131,401,431,9531753,3976198,HERCULES LEADER,2011,2,Vehicles Carrier,199.94,194.44,10.33,0,,1,Fixed Pitch,20.6,21385,20274,63083,61972,0,5.1,11,6331,150,0,0,Starboard: 1 Starboard Aft: 1,0,1,Mitsubishi,8UEC60LSII,Shin Kurushima Toyohashi,Kobe Hatsudoki KK - Japan,,,,3,3375,Oil Engine(s) Direct Drive,$0 ,,,0,Japan,Agnes Navigation Co Ltd,Japan,9,2114.5488,6237.64704,0,0,,HERCULES LEADER,"<div class=""progress-bar"" role=""progressbar"" style=""width: 63.565233%;"" aria-valuenow=""63.565233"" aria-valuemin=""0"" aria-valuemax=""100"">63%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/150px-Flag_of_Japan.svg.png,Japan,JP,2011-02,,36,80,43.838118,71.88588,77.735849,37.05247,62.396923,67.547297,63.565233
132,522,558,9702429,4146874,GLOVIS SYMPHONY,2014,6,Vehicles Carrier,199.97,194.47,10.018,0,,1,Fixed Pitch,20.05,20056,18945,64546,63435,0,5,12,7280,200,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60ME-C8,Hyundai Samho Heavy Industries,Hyundai Heavy Industries Co Ltd - South Korea,,,,,,Oil Engine(s) Direct Drive,$0 ,,,0,Korea South,GL NV11 Shipping Inc,Marshall Islands,6,1930.18944,6211.90704,0,0,,GLOVIS SYMPHONY,"<div class=""progress-bar"" role=""progressbar"" style=""width: 63.480242%;"" aria-valuenow=""63.480242"" aria-valuemin=""0"" aria-valuemax=""100"">63%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Flag_of_the_Marshall_Islands.svg/180px-Flag_of_the_Marshall_Islands.svg.png,Marshall Islands,MH,2014-06,,39,86.666667,40.016041,71.589238,75.660377,34.623609,63.869954,67.557432,63.480242
133,520,556,9702405,4146850,GLOVIS SUNRISE,2014,4,Vehicles Carrier,199.97,194.47,10.018,0,,1,Fixed Pitch,20.02,20056,18945,64546,63435,0,5,12,7280,200,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60ME-C8,Hyundai Samho Heavy Industries,Hyundai Heavy Industries Co Ltd - South Korea,,,,,,Oil Engine(s) Direct Drive,$0 ,,,0,Korea South,GL NV9 Shipping Inc,Marshall Islands,6,1927.301376,6202.612416,0,0,,GLOVIS SUNRISE,"<div class=""progress-bar"" role=""progressbar"" style=""width: 63.427758%;"" aria-valuenow=""63.427758"" aria-valuemin=""0"" aria-valuemax=""100"">63%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Flag_of_the_Marshall_Islands.svg/180px-Flag_of_the_Marshall_Islands.svg.png,Marshall Islands,MH,2014-04,,39,86.666667,39.956167,71.482122,75.54717,34.623609,63.869954,67.557432,63.427758
134,187,215,9240160,3684605,UNDINE,2003,1,Vehicles Carrier,227.9,222.4,11,0,,1,Fixed Pitch,19,28388,27277,67378,66267,5700,5.25,13,7194,125,0,0,Starboard: 1 Starboard Aft: 1,0,1,B&W,8S60MC,Daewoo Shipbuilding & Marine,Doosan Engine Co Ltd - South Korea,Wartsilansd,Wartsila,4R32LN,4,4615,Oil Engine(s) Direct Drive,,,,0,Korea South,Wall Ro/Ro AB,Sweden,17,2588.9856,6144.8736,0,0,,,"<div class=""progress-bar"" role=""progressbar"" style=""width: 63.384975%;"" aria-valuenow=""63.384975"" aria-valuemin=""0"" aria-valuemax=""100"">63%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Flag_of_Sweden.svg/160px-Flag_of_Sweden.svg.png,Sweden,SE,,,28,62.222222,53.673983,70.81671,71.698113,49.851052,66.721373,76.993243,63.384975
135,402,432,9536818,3981263,GAIA LEADER,2011,11,Vehicles Carrier,199.94,194.44,10.33,0,,1,Fixed Pitch,20.5,21286,20175,62838,61727,0,5.1,11,6331,150,0,0,Starboard: 1 Starboard Aft: 1,0,1,Mitsubishi,8UEC60LSII,Shin Kurushima Onishi,Kobe Hatsudoki KK - Japan,,,,3,3375,Oil Engine(s) Direct Drive,$0 ,,,0,Japan,Saga Shipholding Pte Ltd,Singapore,9,2094.5424,6183.2592,0,0,,GAIA LEADER,"<div class=""progress-bar"" role=""progressbar"" style=""width: 63.250448%;"" aria-valuenow=""63.250448"" aria-valuemin=""0"" aria-valuemax=""100"">63%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Singapore.svg/150px-Flag_of_Singapore.svg.png,Singapore,SG,2011-11,,36,80,43.423352,71.259086,77.358491,36.871539,62.150243,67.547297,63.250448
136,325,355,9463205,3907650,MSC IMMACOLATA,2012,4,Vehicles Carrier,199.07,193.57,11.2,0,,1,Fixed Pitch,20.4,22196,21085,59835,58724,0,6.5,12,6700,125,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60MC-C8,STX Dalian Shipbuilding Co Ltd,STX (Dalian) Engine Co Ltd - China,MAN-B&W,MAN-B&W,7L21/31,3,3900,Oil Engine(s) Direct Drive,"$8,00,00,000 ",,,0,China People's Republic Of,Bugle Shipping Co Ltd,Panama,8,2173.43232,5859.0432,3794.166469,1362.30502,,MSC IMMACOLATA,"<div class=""progress-bar"" role=""progressbar"" style=""width: 63.223136%;"" aria-valuenow=""63.223136"" aria-valuemin=""0"" aria-valuemax=""100"">63%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/150px-Flag_of_Panama.svg.png,Panama,PA,2012-04,,37,82.222222,45.058871,67.522653,76.981132,38.534642,59.126653,67.253378,63.223136
137,493,529,9672416,4116861,GENIUS HIGHWAY,2014,3,Vehicles Carrier,199.96,194.46,10,0,,1,Fixed Pitch,20.5,21000,19889,58767,57656,0,5.2,12,6500,150,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60ME-C,Hyundai Mipo Dockyard Co Ltd,Hyundai Heavy Industries Co Ltd - South Korea,Hyundai Himsen,Hyundai Himsen,6H25/33,3,4860,Oil Engine(s) Direct Drive,"$6,35,00,000 ",,,0,Korea South,Genius Maritime Ltd,Bahamas,6,2066.4,5782.6728,3192.719594,1101.359789,https://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2851397,GENIUS HIGHWAY,"<div class=""progress-bar"" role=""progressbar"" style=""width: 63.197229%;"" aria-valuenow=""63.197229"" aria-valuemin=""0"" aria-valuemax=""100"">63%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Flag_of_the_Bahamas.svg/180px-Flag_of_the_Bahamas.svg.png,Bahamas,BS,2014-03,,39,86.666667,42.839913,66.64252,77.358491,36.34885,58.05133,67.554054,63.197229
138,492,528,9672404,4116849,GRAVITY HIGHWAY,2014,6,Vehicles Carrier,199.95,194.45,10,0,,1,Fixed Pitch,20.5,21000,19889,58767,57656,0,5.2,12,6500,150,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60ME-C,Hyundai Mipo Dockyard Co Ltd,Hyundai Heavy Industries Co Ltd - South Korea,Hyundai Himsen,Hyundai Himsen,6H25/33,3,4875,Oil Engine(s) Direct Drive,"$6,35,00,000 ",,,0,Korea South,Gravity Maritime Ltd,Bahamas,6,2066.4,5782.6728,3192.719594,1101.359789,,GRAVITY HIGHWAY,"<div class=""progress-bar"" role=""progressbar"" style=""width: 63.197003%;"" aria-valuenow=""63.197003"" aria-valuemin=""0"" aria-valuemax=""100"">63%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Flag_of_the_Bahamas.svg/180px-Flag_of_the_Bahamas.svg.png,Bahamas,BS,2014-06,,39,86.666667,42.839913,66.64252,77.358491,36.34885,58.05133,67.550676,63.197003
139,523,559,9702431,4146876,GLOVIS SPLENDOR,2014,10,Vehicles Carrier,199.97,194.47,10.018,0,,1,Fixed Pitch,19.87,20056,18945,64546,63435,0,5,12,7280,200,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60ME-C8,Hyundai Samho Heavy Industries,Hyundai Heavy Industries Co Ltd - South Korea,,,,,,Oil Engine(s) Direct Drive,$0 ,,,0,Korea South,GL NV12 Shipping Inc,Marshall Islands,6,1912.861056,6156.139296,0,0,,GLOVIS SPLENDOR,"<div class=""progress-bar"" role=""progressbar"" style=""width: 63.165338%;"" aria-valuenow=""63.165338"" aria-valuemin=""0"" aria-valuemax=""100"">63%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Flag_of_the_Marshall_Islands.svg/180px-Flag_of_the_Marshall_Islands.svg.png,Marshall Islands,MH,2014-10,,39,86.666667,39.656795,70.946542,74.981132,34.623609,63.869954,67.557432,63.165338
140,263,291,9782687,4227132,GRANDE MIRAFIORI,2019,9,Vehicles Carrier,199.9,194.4,9.5,0,,1,Fixed Pitch,20,15853,14742,65400,64289,5400,5.3,13,7724,150,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60ME-C8,Yangfan Group Co Ltd,Hyundai Heavy Industries Co Ltd - South Korea,,,,3,4800,Oil Engine(s) Direct Drive,"$6,00,00,000 ",,,0,China People's Republic Of,Grimaldi Euromed SpA,Italy,1,1521.888,6278.4,4070.00407,933.285632,,GRANDE MIRAFIORI,"<div class=""progress-bar"" role=""progressbar"" style=""width: 63.116953%;"" aria-valuenow=""63.116953"" aria-valuemin=""0"" aria-valuemax=""100"">63%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/150px-Flag_of_Italy.svg.png,Italy,IT,2019-09,,44,97.777778,31.551273,72.355538,75.471698,26.942267,64.72981,67.533784,63.116953
141,400,430,9531741,3976186,ASTERIA LEADER,2010,12,Vehicles Carrier,199.94,194.44,10.325,0,,1,Fixed Pitch,20.6,21349,20238,63084,61973,0,5.1,11,6331,150,0,0,Starboard: 1 Starboard Aft: 1,0,1,Mitsubishi,8UEC60LSII,Shin Kurushima Toyohashi,Kobe Hatsudoki KK - Japan,,,,3,3375,Oil Engine(s) Direct Drive,$0 ,,,0,Japan,Perses Maritima Ltd,Japan,10,2110.98912,6237.74592,0,0,,ASTERIA LEADER,"<div class=""progress-bar"" role=""progressbar"" style=""width: 63.097018%;"" aria-valuenow=""63.097018"" aria-valuemin=""0"" aria-valuemax=""100"">63%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/150px-Flag_of_Japan.svg.png,Japan,JP,2010-12,,35,77.777778,43.76432,71.887019,77.735849,36.986677,62.39793,67.547297,63.097018
142,257,285,9777890,4222335,LIBERTY PEACE,2017,3,Vehicles Carrier,199.98,194.48,10.018,0,,1,Fixed Pitch,20,20397,19286,58107,56996,0,4.9,11,6500,150,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,6S60ME-C,Hyundai Samho Heavy Industries,Hyundai Heavy Industries Co Ltd - South Korea,Hyundai Himsen,Hyundai Himsen,7H21/32,3,3600,Oil Engine(s) Direct Drive,"$6,50,00,000 ",,,0,Korea South,Wilmington/NOCC Shipowning,United States Of America,3,1958.112,5578.272,3370.32044,1140.430907,https://photos.marinetraffic.com/ais/showphoto.aspx?photoid=3018833,LIBERTY PEACE,"<div class=""progress-bar"" role=""progressbar"" style=""width: 63.091881%;"" aria-valuenow=""63.091881"" aria-valuemin=""0"" aria-valuemax=""100"">63%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/180px-Flag_of_the_United_States.svg.png,United States Of America,US,2017-03,,42,93.333333,40.594923,64.2869,75.471698,35.246815,57.386804,67.560811,63.091881
143,399,429,9531739,3976184,ATLAS LEADER,2010,10,Vehicles Carrier,199.94,194.44,10.325,0,,1,Fixed Pitch,20.6,21323,20212,63085,61974,0,5.1,11,6331,150,0,0,Starboard: 1 Starboard Aft: 1,0,1,Mitsubishi,8UEC60LSII,Shin Kurushima Toyohashi,Kobe Hatsudoki KK - Japan,,,,3,3375,Oil Engine(s) Direct Drive,$0 ,,,0,Japan,Kialoa Leasing/FI Kiwi Leasing,Japan,10,2108.41824,6237.8448,0,0,,ATLAS LEADER,"<div class=""progress-bar"" role=""progressbar"" style=""width: 63.079932%;"" aria-valuenow=""63.079932"" aria-valuemin=""0"" aria-valuemax=""100"">63%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/150px-Flag_of_Japan.svg.png,Japan,JP,2010-10,,35,77.777778,43.711021,71.888159,77.735849,36.93916,62.398937,67.547297,63.079932
144,256,284,9777888,4222333,LIBERTY PASSION,2017,1,Vehicles Carrier,199.98,194.48,10.018,0,,1,Fixed Pitch,20,20352,19241,58107,56996,0,4.9,11,6500,150,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,6S60ME-C,Hyundai Samho Heavy Industries,Hyundai Heavy Industries Co Ltd - South Korea,Hyundai Heavy Industries Co Ltd,Hyundai Himsen,7H21/32,3,3600,Oil Engine(s) Direct Drive,"$6,50,00,000 ",,,0,Korea South,Wilmington/NOCC Shipowning,United States Of America,3,1953.792,5578.272,3378.202796,1140.430907,https://photos.marinetraffic.com/ais/showphoto.aspx?photoid=3181629,LIBERTY PASSION,"<div class=""progress-bar"" role=""progressbar"" style=""width: 63.062515%;"" aria-valuenow=""63.062515"" aria-valuemin=""0"" aria-valuemax=""100"">63%</div>",https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/180px-Flag_of_the_United_States.svg.png,United States Of America,US,2017-01,,42,93.333333,40.505362,64.2869,75.471698,35.164574,57.386804,67.560811,63.062515
145,498,534,9674165,4118610,GLOVIS SPIRIT,2013,9,Vehicles Carrier,199.97,194.47,10.018,0,,1,Fixed Pitch,20,20138,19027,64650,63539,0,5,12,7280,200,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60ME-C8,Hyundai Samho Heavy Industries,Hyundai Heavy Industries Co Ltd - South Korea,,,,,,Oil Engine(s) Direct Drive,$0 ,,,0,Korea South,GL NV6 Shipping Inc,Marshall Islands,7,1933.248,6206.4,0,0,,GLOVIS SPIRIT,"<div class=""progress-bar"" role=""progressbar"" style=""width: 63.031828%;"" aria-valuenow=""63.031828"" aria-valuemin=""0"" aria-valuemax=""100"">63%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Flag_of_the_Marshall_Islands.svg/180px-Flag_of_the_Marshall_Islands.svg.png,Marshall Islands,MH,2013-09,,38,84.444444,40.07945,71.525773,75.471698,34.773471,63.974667,67.557432,63.031828
146,499,535,9674177,4118622,GLOVIS SUPREME,2013,11,Vehicles Carrier,199.97,194.47,10.018,0,,1,Fixed Pitch,20,20138,19027,64650,63539,0,5,12,7280,200,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60ME-C8,Hyundai Samho Heavy Industries,Hyundai Heavy Industries Co Ltd - South Korea,,,,,,Oil Engine(s) Direct Drive,$0 ,,,0,Korea South,GL NV7 Shipping Inc,Marshall Islands,7,1933.248,6206.4,0,0,,GLOVIS SUPREME,"<div class=""progress-bar"" role=""progressbar"" style=""width: 63.031828%;"" aria-valuenow=""63.031828"" aria-valuemin=""0"" aria-valuemax=""100"">63%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Flag_of_the_Marshall_Islands.svg/180px-Flag_of_the_Marshall_Islands.svg.png,Marshall Islands,MH,2013-11,,38,84.444444,40.07945,71.525773,75.471698,34.773471,63.974667,67.557432,63.031828
147,500,536,9674189,4118634,GLOVIS SUPERIOR,2013,12,Vehicles Carrier,199.97,194.47,10.018,0,,1,Fixed Pitch,20,20138,19027,64650,63539,0,5,12,7280,200,0,0,Starboard: 1 Starboard Aft: 1,0,1,MAN-B&W,7S60ME-C8,Hyundai Samho Heavy Industries,Hyundai Heavy Industries Co Ltd - South Korea,,,,,,Oil Engine(s) Direct Drive,$0 ,,,0,Korea South,GL NV8 Shipping Inc,Marshall Islands,7,1933.248,6206.4,0,0,,GLOVIS SUPERIOR,"<div class=""progress-bar"" role=""progressbar"" style=""width: 63.031828%;"" aria-valuenow=""63.031828"" aria-valuemin=""0"" aria-valuemax=""100"">63%</div>",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Flag_of_the_Marshall_Islands.svg/180px-Flag_of_the_Marshall_Islands.svg.png,Marshall Islands,MH,2013-12,,38,84.444444,40.07945,71.525773,75.471698,34.773471,63.974667,67.557432,63.031828
